ticker	nome	segmento	tipoGestao	cotacao	dataCotacao	min52W	max52W	volumeMedioDiarioL2M	valorMercado	numeroCotas	dataUltimoRelatorio	urlHistorico	ffoYield	dividendYield	p_vp	ffoPorCota	dyPorCota	vpPorCota	ativos	patrimonioLiquido	qtdImoveis	qtdUnidades	imoveisPorPatrimonioLiquido	area	aluguelPorM2	precoPorM2	capRate	vacanciaMedia	
QAMI11	QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	95,09	22/10/2021	85,87	96,98	13.006	76.204.900	801.398	13/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=QAMI11&tipo=2	2,15%	5,6%	1,03	2,04	5,36	92,42	75.095.100	74.062.500	0	0	0,0%	0	-	-	-	-	
QIFF11	QUATÁ IMOB RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Passiva	97,49	20/08/2021	90,00	103,11	0	14.623.500	150.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=QIFF11&tipo=2	4,02%	4,9%	1,09	3,92	4,84	89,66	13.664.000	13.449.400	0	0	0,0%	0	-	-	-	-	
QIRI11	QUATÁ IMOB RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Passiva	86,02	21/10/2021	86,02	101,10	3.432	12.903.000	150.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=QIRI11&tipo=2	4,56%	1,2%	0,96	3,92	1,04	89,66	13.664.000	13.449.400	0	0	0,0%	0	-	-	-	-	
QMFF11	QUATÁ IMOB RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Passiva	98,52	19/01/2021	93,95	100,00	0	14.778.000	150.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=QMFF11&tipo=2	3,98%	2,4%	1,10	3,92	2,37	89,66	13.664.000	13.449.400	0	0	0,0%	0	-	-	-	-	
RBBV11	JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	Passiva	100,00	28/06/2021	55,97	100,00	0	125.416.000	1.254.164	31/12/2020	https://fundamentus.com.br/fii_proventos.php?papel=RBBV11&tipo=2	6,51%	154,6%	0,99	6,51	34,75	100,84	126.585.000	126.470.000	0	0	0,0%	0	-	-	-	-	
RBCO11	RB CAPITAL OFFICE INCOME FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Ativa	49,80	22/10/2021	49,62	84,17	216.192	188.194.000	3.779.001	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBCO11&tipo=2	10,98%	12,0%	0,50	5,47	5,44	100,53	445.225.000	379.891.000	4	85	94,7%	43.015	591	4.142	14,3%	0,0%	
RBDS11	RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Residencial	Ativa	12,01	22/10/2021	11,78	26,14	2.474	1.519.540	126.523	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBDS11&tipo=2	-2,95%	17,4%	0,46	-0,35	2,35	26,11	3.715.360	3.303.500	1		0,0%	0	-	-	-	-	
RBED11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL- FII	Outros	Ativa	132,31	22/10/2021	131,24	148,96	171.370	267.481.000	2.021.621	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBED11&tipo=2	8,28%	9,2%	0,88	10,96	11,60	150,24	334.669.000	303.735.000	5	5	104,0%	84.466	294	3.295	8,9%	0,0%	
RBFF11	RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	59,30	22/10/2021	55,82	70,58	442.313	222.328.000	3.749.215	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBFF11&tipo=2	4,85%	9,9%	0,88	2,88	5,31	67,63	257.627.000	253.562.000	0	0	0,0%	0	-	-	-	-	
RBGS11	RB CAPITAL GENERAL SHOPPING SULACAP FII	Shoppings	Passiva	31,67	22/10/2021	31,67	40,89	21.980	34.140.300	1.078.000	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBGS11&tipo=2	3,14%	5,7%	0,35	1,00	1,81	90,72	97.967.100	97.796.500	1	152	99,6%	29.018	53	1.171	4,5%	12,4%	
RBHG11	RIO BRAVO CRÉDITO IMOBILIÁRIO IV FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	80,00	22/10/2021	80,00	85,96	115.389	138.207.000	1.727.582	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBHG11&tipo=2	5,87%	1,1%	0,83	4,70	0,90	96,35	168.153.000	166.452.000	0	0	0,0%	0	-	-	-	-	
RBHY11	RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	98,50	22/10/2021	93,02	102,92	71.348	155.792.000	1.581.644	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBHY11&tipo=2	2,79%	7,4%	0,99	2,75	4,54	99,51	159.416.000	157.390.000	0	0	0,0%	0	-	-	-	-	
RBIV11	RIO BRAVO CRÉDITO IMOBILIÁRIO IV FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	83,70	14/09/2021	74,95	86,06	56.841	144.599.000	1.727.582	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBIV11&tipo=2	5,61%	8,5%	0,87	4,70	5,07	96,35	168.153.000	166.452.000	0	0	0,0%	0	-	-	-	-	
RBLG11	RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Logística	Ativa	93,00	20/10/2021	90,05	106,37	850	59.538.500	640.199	30/07/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBLG11&tipo=2	4,41%	4,0%	0,86	4,10	5,29	108,27	73.522.900	69.313.000	1	1	21,5%	48.411	3	264	1,2%	0,0%	
RBRD11	RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Passiva	52,34	22/10/2021	48,62	83,49	72.277	96.922.500	1.851.786	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBRD11&tipo=2	7,15%	7,3%	0,73	3,74	3,97	72,04	134.382.000	133.408.000	4	4	92,8%	26.923	309	3.340	9,3%	28,0%	
RBRF11	RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	77,08	22/10/2021	72,10	93,55	2.758.030	1.054.510.000	13.680.770	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBRF11&tipo=2	5,65%	10,0%	0,90	4,35	7,39	86,11	1.194.040.000	1.178.000.000	0	0	0,0%	0	-	-	-	-	
RBRL11	RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	91,50	22/10/2021	91,50	107,44	727.510	611.864.000	6.687.035	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBRL11&tipo=2	5,38%	8,7%	0,86	4,92	7,23	106,67	836.517.000	713.310.000	6	6	103,2%	268.237	141	2.354	6,0%	15,8%	
RBRM11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO	Títulos e Val. Mob.	Ativa	160.000,00	02/07/2020	0,00	0,00	0	86.240.000	539	-	https://fundamentus.com.br/fii_proventos.php?papel=RBRM11&tipo=2	50,77%	78,9%	1,16	81.225,42	96.348,79	138.305,57	79.973.200	74.546.700	0	0	0,0%	0	-	-	-	-	
RBRP11	FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII	Outros	Ativa	75,14	22/10/2021	72,99	91,68	1.767.860	915.144.000	12.179.187	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBRP11&tipo=2	5,19%	7,2%	0,88	3,90	4,68	85,35	1.049.330.000	1.039.530.000	11	123	72,3%	51.949	575	12.734	4,5%	48,1%	
RBRR11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE	Títulos e Val. Mob.	Ativa	97,70	22/10/2021	83,86	99,83	2.636.260	1.012.400.000	10.362.300	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBRR11&tipo=2	3,38%	8,6%	0,98	3,30	7,39	99,78	1.062.800.000	1.033.900.000	0	0	0,0%	0	-	-	-	-	
RBRS11	Rio Bravo Renda Residencial Fundo de Investimento Imobiliario	Híbrido	Ativa	68,02	22/10/2021	67,58	95,99	36.699	94.511.800	1.389.471	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBRS11&tipo=2	3,15%	6,6%	0,75	2,15	3,47	90,51	191.546.000	125.757.000	3	397	129,8%	12.793	242	9.589	2,5%	2,2%	
RBRY11	Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado	Títulos e Val. Mob.	Ativa	101,99	22/10/2021	93,85	103,47	794.078	346.476.000	3.397.153	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBRY11&tipo=2	4,65%	9,2%	0,99	4,75	8,15	103,49	356.711.000	351.571.000	0	0	0,0%	0	-	-	-	-	
RBVA11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII	Outros	Ativa	103,15	22/10/2021	99,61	112,64	969.008	1.195.320.000	11.588.199	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBVA11&tipo=2	6,28%	10,5%	0,91	6,48	10,70	113,35	1.550.280.000	1.313.540.000	87	88	104,1%	152.031	873	8.186	10,7%	0,0%	
RBVO11	RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII			15,10	22/10/2021	10,99	17,88	7.935	7.788.940	515.824	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RBVO11&tipo=2	4,72%	3,2%	0,70	0,71	0,60	21,54	11.148.500	11.110.200	0	0	0,0%	0	-	-	-	-	
RCFF11	RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	94,00	08/10/2021	90,18	107,82	1.591	30.380.800	323.200	-	https://fundamentus.com.br/fii_proventos.php?papel=RCFF11&tipo=2	2,10%	5,3%	0,99	1,97	5,11	95,38	30.871.400	30.827.800	0	0	0,0%	0	-	-	-	-	
RCRB11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA	Lajes Corporativas	Ativa	144,71	22/10/2021	129,98	164,17	644.589	534.080.000	3.690.695	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RCRB11&tipo=2	4,80%	6,8%	0,75	6,94	9,90	194,23	722.405.000	716.833.000	10	34	89,2%	40.495	720	11.766	6,1%	7,5%	
RCRI11B	RB CAPITAL RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Híbrido	Ativa	1.200,00	14/05/2021	962,00	1.200,00	0	61.214.400	51.012	30/04/2021	https://fundamentus.com.br/fii_proventos.php?papel=RCRI11B&tipo=2	4,39%	3,1%	1,16	52,67	41,30	1.032,90	53.170.400	52.690.400	0	0	0,0%	0	-	-	-	-	
RDES11	NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Ativa	58,00	20/03/2020	0,00	0,00	0	43.036.000	742.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RDES11&tipo=2	-3,49%	0,0%	0,93	-2,02	0,00	62,30	46.498.500	46.226.800	3	32	94,1%	12.904	270	3.139	8,6%	42,3%	
RDPD11	BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	65,56	22/10/2021	49,02	71,97	317.765	70.676.400	1.078.042	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RDPD11&tipo=2	2,60%	7,2%	0,93	1,71	5,67	70,63	76.762.400	76.147.000	0	0	0,0%	0	-	-	-	-	
RECR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RECEBÍVEIS IMOBILIÁRIOS	Títulos e Val. Mob.	Ativa	99,59	22/10/2021	79,63	103,55	7.976.090	1.929.980.000	19.379.213	07/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=RECR11&tipo=2	8,29%	14,0%	1,05	8,26	11,20	95,18	1.868.100.000	1.844.610.000	0	0	0,0%	0	-	-	-	-	
RECT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RENDA IMOBILIÁRIA	Híbrido	Ativa	69,97	22/10/2021	66,39	90,00	1.241.530	572.309.000	8.179.347	07/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=RECT11&tipo=2	9,99%	10,5%	0,75	6,99	7,03	92,81	1.008.170.000	759.126.000	8	238	118,8%	88.270	956	7.704	12,4%	35,0%	
RECX11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - REC FUNDO DE FUNDOS	Títulos e Val. Mob.	Ativa	89,20	22/10/2021	80,37	99,21	19.915	17.675.100	198.151	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RECX11&tipo=2	2,28%	5,8%	0,99	2,03	5,34	89,96	19.045.200	17.826.400	0	0	0,0%	0	-	-	-	-	
REIT11	SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	820,00	20/10/2021	337,16	820,00	306	21.558.600	26.291	-	https://fundamentus.com.br/fii_proventos.php?papel=REIT11&tipo=2	11,86%	69,8%	1,55	97,23	83,60	530,74	25.670.700	13.953.700	0	0	0,0%	0	-	-	-	-	
RELG11	FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA	Híbrido	Ativa	84,99	22/10/2021	82,57	110,91	112.748	113.424.000	1.334.562	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RELG11&tipo=2	3,66%	8,4%	0,89	3,11	6,71	95,84	189.106.000	127.908.000	3	3	130,3%	73.901	68	1.999	3,4%	15,1%	
RFOF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FUNDO DE FUNDOS	Títulos e Val. Mob.	Ativa	78,49	22/10/2021	73,31	85,19	218.136	84.625.100	1.078.164	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RFOF11&tipo=2	5,71%	9,7%	0,91	4,48	7,66	86,33	93.913.900	93.078.700	0	0	0,0%	0	-	-	-	-	
RMAI11	REAG MULTI ATIVOS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	35,00	21/10/2021	30,75	48,09	12.804	85.533.000	2.443.800	-	https://fundamentus.com.br/fii_proventos.php?papel=RMAI11&tipo=2	3,47%	0,7%	0,32	1,22	0,26	110,86	275.571.000	270.931.000	1	114	88,9%	35.118	228	2.165	10,5%	36,2%	
RNDP11	BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	661,53	22/10/2021	508,23	685,00	574.040	71.101.900	107.481	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RNDP11&tipo=2	4,33%	44,5%	0,87	28,66	219,60	763,22	84.712.900	82.031.900	0	0	0,0%	0	-	-	-	-	
RNGO11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII	Lajes Corporativas	Passiva	58,55	22/10/2021	56,61	70,01	167.674	156.680.000	2.676.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RNGO11&tipo=2	8,76%	8,1%	0,58	5,13	4,76	101,38	272.752.000	271.301.000	4	837	98,3%	53.664	328	2.870	11,4%	18,2%	
RRCI11	RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	79,43	22/10/2021	74,92	92,69	131.768	38.266.000	481.757	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RRCI11&tipo=2	5,77%	8,5%	0,82	4,58	6,84	97,45	47.404.500	46.947.300	0	0	0,0%	0	-	-	-	-	
RVBI11	VBI REITS FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	84,26	22/10/2021	80,31	94,79	397.742	121.334.000	1.440.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RVBI11&tipo=2	5,93%	10,0%	0,95	5,00	8,47	88,57	129.362.000	127.536.000	0	0	0,0%	0	-	-	-	-	
RZAK11	RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	86,92	22/10/2021	84,84	98,20	1.087.910	260.911.000	3.001.734	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=RZAK11&tipo=2	0,22%	6,4%	0,90	0,19	5,60	96,04	320.212.000	288.301.000	0	0	0,0%	0	-	-	-	-	
RZTR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX	Híbrido	Ativa	99,00	22/10/2021	89,48	102,49	3.322.930	1.093.750.000	11.048.018	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=RZTR11&tipo=2	4,58%	8,7%	1,01	4,54	6,50	98,44	1.230.720.000	1.087.620.000	11	11	68,3%	352.029.300	0	2	7,5%	0,0%	
SADI11	SANTANDER PAPÉIS IMOBILIÁRIOS CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	83,36	22/10/2021	73,87	85,73	293.936	265.102.000	3.180.207	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SADI11&tipo=2	3,05%	3,8%	0,83	2,55	3,19	100,51	321.582.000	319.655.000	0	0	0,0%	0	-	-	-	-	
SAIC11B	FUNDO DE INVESTIMENTO IMOBILIARIO - FII SIA CORPORATE	Lajes Corporativas	Passiva	36,05	09/08/2021	32,33	40,50	0	51.542.100	1.429.740	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SAIC11B&tipo=2	-1,46%	0,0%	0,66	-0,53	0,00	54,26	78.039.400	77.575.800	1	22	95,1%	11.179	0	4.385	0,0%	100,0%	
SARE11	SANTANDER RENDA DE ALUGUÉIS FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII	Híbrido	Ativa	75,48	22/10/2021	69,75	99,88	798.064	697.007.000	9.234.329	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SARE11&tipo=2	3,75%	8,2%	0,76	2,83	4,27	99,89	929.209.000	922.406.000	2	19	14,7%	22.507	470	4.563	10,3%	0,0%	
SCPF11	SCP FII	Shoppings	Ativa	8,77	22/10/2021	8,45	10,10	4.386	36.834.000	4.200.000	31/07/2021	https://fundamentus.com.br/fii_proventos.php?papel=SCPF11&tipo=2	2,06%	2,9%	0,69	0,18	0,26	12,69	54.857.700	53.297.600	1	52	97,3%	4.751	569	7.541	7,5%	27,9%	
SDIL11	FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII	Logística	Ativa	84,91	22/10/2021	84,91	99,83	982.832	543.004.000	6.395.050	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SDIL11&tipo=2	6,64%	8,5%	0,84	5,63	6,69	101,23	808.043.000	647.393.000	4	32	119,0%	205.310	197	3.148	6,3%	8,0%	
SDIP11	TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Ativa	88,00	05/05/2020	0,00	0,00	0	371.533.000	4.221.967	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SDIP11&tipo=2	5,80%	0,0%	0,93	5,10	0,00	94,26	453.531.000	397.946.000	5	98	112,1%	37.758	618	11.026	5,6%	13,3%	
SEQR11	SEQUÓIA III RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Outros	Ativa	82,00	22/10/2021	69,14	92,90	166.920	131.901.000	1.608.552	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=SEQR11&tipo=2	3,40%	6,6%	0,78	2,78	5,17	104,48	168.687.000	168.060.000	1	1	25,7%	3.416	381	9.939	3,8%	0,0%	
SHDP11B	FII SHOPPING PARQUE D PEDRO	Shoppings	Passiva	1.210,05	04/10/2019	0,00	0,00	0	1.750.560.000	1.446.687	31/10/2018	https://fundamentus.com.br/fii_proventos.php?papel=SHDP11B&tipo=2	2,62%	4,1%	0,81	31,72	48,33	1.488,48	2.167.540.000	2.153.360.000	1	473	96,8%	127.321	400	13.315	3,0%	3,1%	
SHPH11	FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS	Shoppings	Passiva	810,00	22/10/2021	781,11	856,73	116.078	493.250.000	608.950	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=SHPH11&tipo=2	3,10%	3,8%	0,98	25,14	31,21	825,66	505.088.000	502.783.000	1	311	98,3%	33.385	777	14.522	5,3%	12,2%	
SNCI11	SUNO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	100,97	22/10/2021	99,51	101,79	162.296	97.531.100	965.941	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SNCI11&tipo=2	0,00%	0,8%	1,00	0,00	0,78	100,61	98.049.100	97.184.500	0	0	0,0%	0	-	-	-	-	
SNCR11	AF INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS	Híbrido	Ativa	97,80	25/03/2020	0,00	0,00	0	148.091.000	1.514.227	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SNCR11&tipo=2	10,50%	0,0%	0,96	10,27	0,00	102,29	157.411.000	154.888.000	0	0	0,0%	0	-	-	-	-	
SNFF11	SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	92,68	22/10/2021	88,73	106,50	892.576	231.700.000	2.500.000	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=SNFF11&tipo=2	0,42%	2,7%	1,00	0,39	2,48	92,25	243.504.000	230.636.000	0	0	0,0%	0	-	-	-	-	
SOLR11	SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	1.220,00	02/06/2021	1.015,36	1.220,00	0	76.717.300	62.883	-	https://fundamentus.com.br/fii_proventos.php?papel=SOLR11&tipo=2	6,82%	4,6%	1,21	83,15	131,45	1.007,97	64.440.100	63.383.900	1	1	98,9%	8.052	707	9.425	7,5%	0,0%	
SPTW11	SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Passiva	46,95	22/10/2021	44,46	61,45	287.805	84.416.100	1.798.000	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=SPTW11&tipo=2	27,76%	52,0%	0,90	13,03	14,84	51,91	95.159.100	93.337.100	1	8	91,3%	19.871	1.063	3.881	27,4%	0,0%	
STRX11	STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Passiva	15.816,00	21/12/2018	0,00	0,00	0	25.520.000.000	1.613.559	-	https://fundamentus.com.br/fii_proventos.php?papel=STRX11&tipo=2	0,03%	2,9%	86,18	5,13	6,17	183,52	297.129.000	296.116.000	2	45	99,6%	94.370	95	269.346	0,0%	20,0%	
TBOF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE	Lajes Corporativas	Passiva	101,50	01/04/2020	0,00	0,00	0	1.020.080.000	10.050.000	31/05/2020	https://fundamentus.com.br/fii_proventos.php?papel=TBOF11&tipo=2	-0,09%	0,0%	990,24	-0,09	0,00	0,10	1.335.900	1.029.900	0	0	0,0%	0	-	-	-	-	
TEPP11	TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Ativa	72,46	22/10/2021	71,10	89,07	248.442	305.924.000	4.221.967	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=TEPP11&tipo=2	7,04%	7,6%	0,77	5,10	5,35	94,26	453.531.000	397.946.000	5	98	112,1%	37.758	618	9.079	6,8%	13,3%	
TGAR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL	Híbrido	Ativa	125,82	22/10/2021	118,02	133,37	3.718.750	1.422.970.000	11.309.572	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=TGAR11&tipo=2	5,55%	11,0%	0,97	6,98	10,10	129,19	1.537.560.000	1.461.090.000	5	1015	1,3%	264.221	1	71	0,8%	0,0%	
THRA11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CYRELA THERA CORPORATE	Lajes Corporativas	Passiva	138,50	07/07/2021	128,49	138,52	0	203.973.000	1.472.728	30/04/2021	https://fundamentus.com.br/fii_proventos.php?papel=THRA11&tipo=2	4,00%	112,9%	14,52	5,54	48,90	9,54	19.746.700	14.050.700	1	10	0,0%	10.586	968	0	-	17,4%	
TORD11	TORDESILHAS EI FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	10,53	22/10/2021	8,30	11,08	1.332.180	369.091.000	35.051.355	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=TORD11&tipo=2	4,40%	12,5%	0,80	0,46	0,84	13,16	465.226.000	461.396.000	0	0	0,0%	0	-	-	-	-	
TOUR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II	Residencial	Ativa	143,89	22/10/2021	63,29	192,21	64.902	116.551.000	810.000	-	https://fundamentus.com.br/fii_proventos.php?papel=TOUR11&tipo=2	-1,26%	34,9%	0,19	-1,82	45,15	124,48	109.800.000	100.828.000	3	165	100,1%	50.466	0	2.311	0,0%	0,0%	
TRNT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TORRE NORTE	Lajes Corporativas	Passiva	119,96	22/10/2021	108,74	191,42	10.914	472.110.000	3.935.562	31/08/2021	https://fundamentus.com.br/fii_proventos.php?papel=TRNT11&tipo=2	4,52%	4,2%	0,58	5,42	5,04	206,96	821.633.000	814.503.000	1	68	98,0%	61.855	586	7.482	7,8%	53,9%	
TRXB11	TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Passiva	117,50	22/10/2021	102,68	124,62	1.169.150	293.917.000	2.501.419	-	https://fundamentus.com.br/fii_proventos.php?papel=TRXB11&tipo=2	10,16%	8,0%	1,15	11,94	9,46	102,47	724.770.000	256.313.000	12	12	135,0%	124.772	371	3.180	11,7%	0,0%	
TRXF11	TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Ativa	100,40	22/10/2021	91,55	105,49	2.145.530	566.409.000	5.641.522	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=TRXF11&tipo=2	6,12%	8,3%	0,98	6,14	7,80	102,61	1.321.050.000	578.875.000	22	22	109,8%	255.964	183	2.430	7,5%	0,0%	
